Timestamp,hour,day,year,Reading
2023-01-01 15:00:00,15,6,2023,0.48241695083799097
2023-01-08 23:00:00,23,6,2023,0.3215569365246823
2023-01-05 15:00:00,15,3,2023,0.39755942584436166
2023-01-07 23:00:00,23,5,2023,0.3370568690799871
2023-01-06 13:00:00,13,4,2023,0.48197539102205755
2023-01-06 16:00:00,16,4,2023,0.47347329232190694
2023-01-09 17:00:00,17,0,2023,0.4383914652923483
2023-01-08 15:00:00,15,6,2023,0.5390967343445776
2023-01-10 14:00:00,14,1,2023,0.5950184836401012
2023-01-09 23:00:00,23,0,2023,0.3028131696179056
2023-01-07 06:00:00,6,5,2023,0.5131500944803432
2023-01-01 06:00:00,6,6,2023,0.4297146089774633
2023-01-08 11:00:00,11,6,2023,0.6031434982874057
2023-01-09 08:00:00,8,0,2023,0.27263374895530335
2023-01-04 04:00:00,4,2,2023,0.2992662354970629
2023-01-07 20:00:00,20,5,2023,0.5734803641976409
2023-01-09 15:00:00,15,0,2023,0.42511280959280984
2023-01-10 12:00:00,12,1,2023,0.6453848804638569
2023-01-10 22:00:00,22,1,2023,0.30345739473602606
2023-01-08 17:00:00,17,6,2023,0.41247154030827293
2023-01-10 05:00:00,5,1,2023,0.31516737623967805
2023-01-09 04:00:00,4,0,2023,0.46410525951772263
2023-01-05 04:00:00,4,3,2023,0.5493759351373793
2023-01-07 02:00:00,2,5,2023,0.5526365529590381
2023-01-05 10:00:00,10,3,2023,0.3620929659770393
2023-01-10 19:00:00,19,1,2023,0.42984375163103306
2023-01-06 06:00:00,6,4,2023,0.4398886865661814
2023-01-04 19:00:00,19,2,2023,0.2270951930457222
2023-01-09 11:00:00,11,0,2023,0.41195906037526964
2023-01-03 18:00:00,18,1,2023,0.31247237576290554
2023-01-02 06:00:00,6,0,2023,0.43654511159413745
2023-01-04 21:00:00,21,2,2023,0.6196969823103357
2023-01-04 09:00:00,9,2,2023,0.4954426996919207
2023-01-09 02:00:00,2,0,2023,0.4658992017363349
2023-01-06 05:00:00,5,4,2023,0.3392622403988418
2023-01-07 02:00:00,2,5,2023,0.5116361303505566
2023-01-04 21:00:00,21,2,2023,0.5525242919312615
2023-01-01 14:00:00,14,6,2023,0.5853179141614595
2023-01-03 21:00:00,21,1,2023,0.2811998964757496
2023-01-10 18:00:00,18,1,2023,0.32989074210838043
2023-01-03 12:00:00,12,1,2023,0.5036537296478142
2023-01-06 05:00:00,5,4,2023,0.49130464171847243
2023-01-04 21:00:00,21,2,2023,0.4779832903786152
2023-01-03 01:00:00,1,1,2023,0.273692220738626
2023-01-09 20:00:00,20,0,2023,0.3950580751694266
2023-01-08 19:00:00,19,6,2023,0.5658062430196132
2023-01-06 06:00:00,6,4,2023,0.6752579145979877
2023-01-02 09:00:00,9,0,2023,0.3362839939447567
2023-01-02 15:00:00,15,0,2023,0.31566125305902304
2023-01-05 19:00:00,19,3,2023,0.44950756410728865
2023-01-03 17:00:00,17,1,2023,0.5115761869804042
2023-01-05 14:00:00,14,3,2023,0.4793371779098363
2023-01-09 21:00:00,21,0,2023,0.18992066239632518
2023-01-02 10:00:00,10,0,2023,0.4660756600551048
2023-01-07 06:00:00,6,5,2023,0.393512879040551
2023-01-03 03:00:00,3,1,2023,0.6992765185632167
2023-01-07 16:00:00,16,5,2023,0.5654218404124581
2023-01-02 04:00:00,4,0,2023,0.6971195904422042
2023-01-01 08:00:00,8,6,2023,0.25663271463947146
2023-01-05 19:00:00,19,3,2023,0.30520870326966865
2023-01-10 13:00:00,13,1,2023,0.47188666317440375
2023-01-03 06:00:00,6,1,2023,0.6008712497850601
2023-01-01 06:00:00,6,6,2023,0.2547464684254246
2023-01-09 20:00:00,20,0,2023,0.7705497437076347
2023-01-10 07:00:00,7,1,2023,0.5119750887700399
2023-01-08 16:00:00,16,6,2023,0.4248062243256464
2023-01-11 00:00:00,0,2,2023,0.5488831985971202
2023-01-04 01:00:00,1,2,2023,0.43274161535835365
2023-01-05 22:00:00,22,3,2023,0.5582588749915937
2023-01-08 13:00:00,13,6,2023,0.4527325744261651
2023-01-09 01:00:00,1,0,2023,0.4981895446844582
2023-01-08 05:00:00,5,6,2023,0.5773743457598118
2023-01-07 10:00:00,10,5,2023,0.37432350151342453
2023-01-08 07:00:00,7,6,2023,0.5077351695469279
2023-01-08 19:00:00,19,6,2023,0.2043976247099971
2023-01-03 17:00:00,17,1,2023,0.31730583824963154
2023-01-02 06:00:00,6,0,2023,0.4372842376501218
2023-01-08 12:00:00,12,6,2023,0.48700013645789797
2023-01-08 04:00:00,4,6,2023,0.504132580197858
2023-01-02 01:00:00,1,0,2023,0.36859055940436725
2023-01-10 09:00:00,9,1,2023,0.4818749827578075
2023-01-08 04:00:00,4,6,2023,0.4238973928807721
2023-01-07 04:00:00,4,5,2023,0.6502779299548831
2023-01-03 19:00:00,19,1,2023,0.6360178857391984
2023-01-05 11:00:00,11,3,2023,0.8977147370201135
2023-01-11 01:00:00,1,2,2023,0.26067758257093565
2023-01-02 20:00:00,20,0,2023,0.44764727042883956
2023-01-06 10:00:00,10,4,2023,0.889991124155431
2023-01-04 17:00:00,17,2,2023,0.4746200105959527
2023-01-10 03:00:00,3,1,2023,0.42268548657876615
2023-01-10 10:00:00,10,1,2023,0.6599758797105716
2023-01-08 13:00:00,13,6,2023,0.348626626883088
2023-01-08 21:00:00,21,6,2023,0.2892900354234268
2023-01-08 16:00:00,16,6,2023,0.4875382096606692
2023-01-06 11:00:00,11,4,2023,0.46471512746939947
2023-01-03 08:00:00,8,1,2023,0.5209230520036591
2023-01-02 12:00:00,12,0,2023,0.5261344768529999
2023-01-06 03:00:00,3,4,2023,0.4885366883065584
2023-01-07 10:00:00,10,5,2023,0.5160847717888205
2023-01-08 00:00:00,0,6,2023,0.39398654178008763
2023-01-04 07:00:00,7,2,2023,0.44947712212817115
2023-01-04 01:00:00,1,2,2023,0.7435839961421903
2023-01-07 18:00:00,18,5,2023,0.6449554466673755
2023-01-10 00:00:00,0,1,2023,0.5998441071558698
2023-01-06 02:00:00,2,4,2023,0.46736305368614195
2023-01-09 19:00:00,19,0,2023,0.5882911516892331
2023-01-09 07:00:00,7,0,2023,0.2789683092811118
2023-01-07 14:00:00,14,5,2023,0.48853092169906165
2023-01-03 21:00:00,21,1,2023,0.6582217465051092
2023-01-08 13:00:00,13,6,2023,0.7248581954403295
2023-01-10 11:00:00,11,1,2023,0.43170418389127696
2023-01-06 07:00:00,7,4,2023,0.4287577757594492
2023-01-04 17:00:00,17,2,2023,0.5846973874896231
2023-01-01 15:00:00,15,6,2023,0.478230797550638
2023-01-06 14:00:00,14,4,2023,0.22793251837285153
2023-01-06 11:00:00,11,4,2023,0.47938627353504426
2023-01-04 03:00:00,3,2,2023,0.5154934133439496
2023-01-07 14:00:00,14,5,2023,0.47454247242981673
2023-01-07 21:00:00,21,5,2023,0.3982050478877759
2023-01-01 10:00:00,10,6,2023,0.3377165423688885
2023-01-05 06:00:00,6,3,2023,0.5238737081140274
2023-01-01 16:00:00,16,6,2023,0.7482971413737204
2023-01-10 21:00:00,21,1,2023,0.4477132151562532
2023-01-07 00:00:00,0,5,2023,0.40759229297488964
2023-01-06 19:00:00,19,4,2023,0.30267297936352877
2023-01-03 14:00:00,14,1,2023,0.37475631979994184
2023-01-06 03:00:00,3,4,2023,0.33136949000302074
2023-01-06 04:00:00,4,4,2023,0.6350293521464424
2023-01-05 19:00:00,19,3,2023,0.4034807823903631
2023-01-10 11:00:00,11,1,2023,0.4698211193269932
2023-01-04 18:00:00,18,2,2023,0.5330388768310556
2023-01-06 13:00:00,13,4,2023,0.5830253973428413
2023-01-09 19:00:00,19,0,2023,0.5604872585156013
2023-01-04 00:00:00,0,2,2023,0.4422272548242454
2023-01-09 01:00:00,1,0,2023,0.9999999999999998
2023-01-08 03:00:00,3,6,2023,0.25011156794505063
2023-01-04 06:00:00,6,2,2023,0.6464271174350519
2023-01-02 15:00:00,15,0,2023,0.4987690168560145
2023-01-02 21:00:00,21,0,2023,0.6966912127850337
2023-01-01 02:00:00,2,6,2023,0.4761260158334891
2023-01-08 01:00:00,1,6,2023,0.5947188886287251
2023-01-08 14:00:00,14,6,2023,0.530087782280673
2023-01-05 04:00:00,4,3,2023,0.33806302764002394
2023-01-05 12:00:00,12,3,2023,0.358998457320185
2023-01-01 16:00:00,16,6,2023,0.5730058796737955
2023-01-04 02:00:00,2,2,2023,0.6801109787494163
2023-01-07 04:00:00,4,5,2023,0.5560455536075507
2023-01-06 10:00:00,10,4,2023,0.15425076353862102
2023-01-04 15:00:00,15,2,2023,0.5300418516305362
2023-01-01 17:00:00,17,6,2023,0.4439120674994945
2023-01-06 02:00:00,2,4,2023,0.4922761103588208
2023-01-06 15:00:00,15,4,2023,0.3812070862361988
2023-01-07 17:00:00,17,5,2023,0.5239650438638974
2023-01-03 07:00:00,7,1,2023,0.447377773978087
2023-01-10 13:00:00,13,1,2023,0.33990919342349946
2023-01-05 06:00:00,6,3,2023,0.05148306480332879
2023-01-08 14:00:00,14,6,2023,0.5713624601656863
2023-01-06 00:00:00,0,4,2023,0.5231935434949375
2023-01-01 22:00:00,22,6,2023,0.33750195204704825
2023-01-05 08:00:00,8,3,2023,0.5550203608298929
2023-01-03 01:00:00,1,1,2023,0.36689887485454775
2023-01-05 09:00:00,9,3,2023,0.48020008565994987
2023-01-02 08:00:00,8,0,2023,0.4343700811353117
2023-01-06 16:00:00,16,4,2023,0.3374741129573685
2023-01-06 12:00:00,12,4,2023,0.6180924439953762
2023-01-10 13:00:00,13,1,2023,0.4366594083462946
2023-01-03 04:00:00,4,1,2023,0.53740500499974
2023-01-09 15:00:00,15,0,2023,0.19134287198103553
2023-01-06 08:00:00,8,4,2023,0.5565643233319488
2023-01-07 14:00:00,14,5,2023,0.3186766399680008
2023-01-10 06:00:00,6,1,2023,0.26165913696398835
2023-01-11 01:00:00,1,2,2023,0.3146790294205546
2023-01-07 07:00:00,7,5,2023,0.35794313980404224
2023-01-06 01:00:00,1,4,2023,0.5138758836918116
2023-01-07 17:00:00,17,5,2023,0.4900955950644791
2023-01-10 21:00:00,21,1,2023,0.5783441892170649
2023-01-08 03:00:00,3,6,2023,0.45755186968833195
2023-01-05 03:00:00,3,3,2023,0.37522250444565486
2023-01-04 12:00:00,12,2,2023,0.5372030345278319
2023-01-05 15:00:00,15,3,2023,0.4010381450175403
2023-01-04 03:00:00,3,2,2023,0.3469814773639087
2023-01-02 17:00:00,17,0,2023,0.31414871774779096
2023-01-01 23:00:00,23,6,2023,0.2558496371881329
2023-01-08 08:00:00,8,6,2023,0.3427281063637433
2023-01-07 10:00:00,10,5,2023,0.2987250226131759
2023-01-06 00:00:00,0,4,2023,0.24102570367892992
2023-01-03 17:00:00,17,1,2023,0.5583089192472124
2023-01-09 16:00:00,16,0,2023,0.5207495469153356
2023-01-05 12:00:00,12,3,2023,0.7135767722661435
2023-01-03 12:00:00,12,1,2023,0.4827924982655126
2023-01-07 07:00:00,7,5,2023,0.3005259692501351
2023-01-02 18:00:00,18,0,2023,0.43017192474714216
2023-01-05 01:00:00,1,3,2023,0.5461382539587559
2023-01-02 05:00:00,5,0,2023,0.5456487108866334
2023-01-02 17:00:00,17,0,2023,0.5534748755987188
2023-01-10 05:00:00,5,1,2023,0.5686802646035478
2023-01-05 20:00:00,20,3,2023,0.4286631954834925
2023-01-06 06:00:00,6,4,2023,0.4372463187302317
2023-01-05 15:00:00,15,3,2023,0.4072472711101751
2023-01-05 15:00:00,15,3,2023,0.6775918535148333
2023-01-09 13:00:00,13,0,2023,0.6197134106949245
2023-01-05 19:00:00,19,3,2023,0.6037316232311417
2023-01-09 07:00:00,7,0,2023,0.31940666454961697
2023-01-10 08:00:00,8,1,2023,0.28545129207371345
2023-01-01 23:00:00,23,6,2023,0.4299025658318836
2023-01-04 10:00:00,10,2,2023,0.43989997513222445
2023-01-02 16:00:00,16,0,2023,0.2951903457399403
2023-01-10 00:00:00,0,1,2023,0.4938156001418216
2023-01-06 07:00:00,7,4,2023,0.3423065030637207
2023-01-08 09:00:00,9,6,2023,0.3199048094096302
2023-01-06 11:00:00,11,4,2023,0.3443861784860488
2023-01-10 04:00:00,4,1,2023,0.45217319645103893
2023-01-10 11:00:00,11,1,2023,0.7377922305568406
2023-01-01 03:00:00,3,6,2023,0.4090760934514328
2023-01-06 04:00:00,4,4,2023,0.634196635154584
2023-01-05 23:00:00,23,3,2023,0.3473032794785321
2023-01-08 09:00:00,9,6,2023,0.5764230110894654
2023-01-04 11:00:00,11,2,2023,0.5044047944799618
2023-01-09 09:00:00,9,0,2023,0.4787846269696443
2023-01-07 08:00:00,8,5,2023,0.6188173868505281
2023-01-06 21:00:00,21,4,2023,0.4155388090466636
2023-01-07 21:00:00,21,5,2023,0.34525413462976917
2023-01-07 07:00:00,7,5,2023,0.44084303344969344
2023-01-05 20:00:00,20,3,2023,0.6143205500530575
2023-01-10 22:00:00,22,1,2023,0.3631646712002936
2023-01-02 13:00:00,13,0,2023,0.49264593105338483
2023-01-02 23:00:00,23,0,2023,0.6970433211608724
2023-01-05 10:00:00,10,3,2023,0.5131251558755313
2023-01-02 04:00:00,4,0,2023,0.5422588842890592
2023-01-04 00:00:00,0,2,2023,0.4594643749127204
2023-01-02 19:00:00,19,0,2023,0.4446418178812592
2023-01-01 04:00:00,4,6,2023,0.4472185621302033
2023-01-09 21:00:00,21,0,2023,0.3577635711412275
2023-01-06 04:00:00,4,4,2023,0.3949007407388585
2023-01-10 03:00:00,3,1,2023,0.28381503452218393
2023-01-03 19:00:00,19,1,2023,0.5071154748977803
2023-01-02 17:00:00,17,0,2023,0.34193109997441484
2023-01-04 19:00:00,19,2,2023,0.5973029666093481
2023-01-05 22:00:00,22,3,2023,0.447049638923229
2023-01-02 12:00:00,12,0,2023,0.4877133899019226
2023-01-06 17:00:00,17,4,2023,0.47922634572979084
2023-01-05 09:00:00,9,3,2023,0.4608224435820153
2023-01-09 22:00:00,22,0,2023,0.5579015938546429
2023-01-06 18:00:00,18,4,2023,0.6246801408334268
2023-01-07 11:00:00,11,5,2023,0.5455188340003967
2023-01-03 18:00:00,18,1,2023,0.37252688808194256
2023-01-06 18:00:00,18,4,2023,0.3754068498199923
2023-01-07 12:00:00,12,5,2023,0.5497164961457051
2023-01-10 13:00:00,13,1,2023,0.4725198679125565
2023-01-10 05:00:00,5,1,2023,0.7759057058212764
2023-01-10 07:00:00,7,1,2023,0.5469404771524632
2023-01-11 00:00:00,0,2,2023,0.3942869316208819
2023-01-06 20:00:00,20,4,2023,0.4295043273806587
2023-01-09 06:00:00,6,0,2023,0.4800942240655308
2023-01-02 05:00:00,5,0,2023,0.5058012189019601
2023-01-02 09:00:00,9,0,2023,0.45898662737850093
2023-01-04 01:00:00,1,2,2023,0.591457895379597
2023-01-02 15:00:00,15,0,2023,0.3327773749281321
2023-01-05 13:00:00,13,3,2023,0.6492479412697957
2023-01-02 19:00:00,19,0,2023,0.5493506707473128
2023-01-10 04:00:00,4,1,2023,0.5264416996442464
2023-01-06 20:00:00,20,4,2023,0.31239320652857994
2023-01-10 17:00:00,17,1,2023,0.42666406918078115
2023-01-05 20:00:00,20,3,2023,0.591881471322382
2023-01-09 10:00:00,10,0,2023,0.10504910450299407
2023-01-02 20:00:00,20,0,2023,0.372180461106122
2023-01-02 18:00:00,18,0,2023,0.21608672757187528
2023-01-07 22:00:00,22,5,2023,0.5318280646550966
2023-01-04 11:00:00,11,2,2023,0.23514063581820124
2023-01-05 00:00:00,0,3,2023,0.4953048975387788
2023-01-02 08:00:00,8,0,2023,0.22808787844643044
2023-01-05 14:00:00,14,3,2023,0.402943706145908
2023-01-09 14:00:00,14,0,2023,0.6307260674941497
2023-01-05 12:00:00,12,3,2023,0.4680202844422664
2023-01-08 00:00:00,0,6,2023,0.5368838819528894
2023-01-07 12:00:00,12,5,2023,0.5489701404398031
2023-01-07 00:00:00,0,5,2023,0.6727317239892806
2023-01-03 09:00:00,9,1,2023,0.3360879066474235
2023-01-04 09:00:00,9,2,2023,0.4341045622078311
2023-01-04 07:00:00,7,2,2023,0.466918798731328
2023-01-06 09:00:00,9,4,2023,0.5174688385664763
2023-01-02 11:00:00,11,0,2023,0.5413124614035838
2023-01-07 17:00:00,17,5,2023,0.6090851239885885
2023-01-01 03:00:00,3,6,2023,0.20624013169367292
2023-01-05 03:00:00,3,3,2023,0.5348854677318248
2023-01-03 09:00:00,9,1,2023,0.37517159434707004
2023-01-10 00:00:00,0,1,2023,0.4539608470262235
2023-01-03 23:00:00,23,1,2023,0.46293503940357905
2023-01-02 23:00:00,23,0,2023,0.4442719880470203
2023-01-05 20:00:00,20,3,2023,0.4619905366926428
2023-01-09 21:00:00,21,0,2023,0.5115744154293959
2023-01-08 13:00:00,13,6,2023,0.3816559064916001
2023-01-10 01:00:00,1,1,2023,0.7230528256216021
2023-01-06 20:00:00,20,4,2023,0.3308828167411869
2023-01-08 03:00:00,3,6,2023,0.4913709473112061
2023-01-08 10:00:00,10,6,2023,0.37703851847218905
2023-01-08 11:00:00,11,6,2023,0.6376278258545122
2023-01-05 08:00:00,8,3,2023,0.5755577023892667
2023-01-07 14:00:00,14,5,2023,0.3945308947252886
2023-01-10 01:00:00,1,1,2023,0.4845079619843179
2023-01-07 22:00:00,22,5,2023,0.41329645260334635
2023-01-06 02:00:00,2,4,2023,0.5026534117379865
2023-01-07 04:00:00,4,5,2023,0.2832359932244607
2023-01-08 22:00:00,22,6,2023,0.5197267343499604
2023-01-08 04:00:00,4,6,2023,0.44624230300569334
2023-01-04 20:00:00,20,2,2023,0.49397383015472107
2023-01-04 21:00:00,21,2,2023,0.3605680141596438
2023-01-04 07:00:00,7,2,2023,0.513671361811534
2023-01-10 11:00:00,11,1,2023,0.5695150258999608
2023-01-08 13:00:00,13,6,2023,0.575723183490465
2023-01-09 19:00:00,19,0,2023,0.24757319847560696
2023-01-06 20:00:00,20,4,2023,0.555575707258234
2023-01-01 19:00:00,19,6,2023,0.4950909469782414
2023-01-08 08:00:00,8,6,2023,0.3612384553169441
2023-01-04 12:00:00,12,2,2023,0.4758459382973218
2023-01-05 21:00:00,21,3,2023,0.5291594064462837
2023-01-03 15:00:00,15,1,2023,0.5317100714368371
2023-01-08 12:00:00,12,6,2023,0.6660107016003609
2023-01-05 23:00:00,23,3,2023,0.4682652328027157
2023-01-05 11:00:00,11,3,2023,0.44135722577532577
2023-01-07 02:00:00,2,5,2023,0.4786844913841085
2023-01-04 19:00:00,19,2,2023,0.6574725287232668
2023-01-04 13:00:00,13,2,2023,0.19603222569767573
2023-01-01 23:00:00,23,6,2023,0.42243711985015964
2023-01-04 19:00:00,19,2,2023,0.3903708571843634
2023-01-10 03:00:00,3,1,2023,0.40615907867717327
2023-01-02 18:00:00,18,0,2023,0.24250061571960932
2023-01-05 07:00:00,7,3,2023,0.4206189501934766
2023-01-05 17:00:00,17,3,2023,0.6070406862352558
2023-01-02 20:00:00,20,0,2023,0.6045024264201989
2023-01-10 03:00:00,3,1,2023,0.6501284135808245
2023-01-09 08:00:00,8,0,2023,0.3321772797984144
2023-01-09 05:00:00,5,0,2023,0.19820900443079795
2023-01-07 03:00:00,3,5,2023,0.39128644986387096
2023-01-04 06:00:00,6,2,2023,0.2982457645977593
2023-01-07 07:00:00,7,5,2023,0.3818745143954799
2023-01-07 16:00:00,16,5,2023,0.6856945894672006
2023-01-08 23:00:00,23,6,2023,0.4092719642186273
2023-01-07 10:00:00,10,5,2023,0.5110361174380192
2023-01-06 23:00:00,23,4,2023,0.40788980605437464
2023-01-04 18:00:00,18,2,2023,0.5068808911746725
2023-01-03 04:00:00,4,1,2023,0.5685645797493902
2023-01-10 08:00:00,8,1,2023,0.3532953748910451
2023-01-01 09:00:00,9,6,2023,0.4839518426798207
2023-01-03 04:00:00,4,1,2023,0.442427540411225
2023-01-01 21:00:00,21,6,2023,0.7441438242663001
2023-01-07 19:00:00,19,5,2023,0.5180700378856092
2023-01-02 23:00:00,23,0,2023,0.44696622002466435
2023-01-11 00:00:00,0,2,2023,0.3418718148787666
2023-01-08 08:00:00,8,6,2023,0.5960020813345531
2023-01-10 07:00:00,7,1,2023,0.3797515244959647
2023-01-10 06:00:00,6,1,2023,0.26496522559267743
2023-01-09 11:00:00,11,0,2023,0.33268134877768496
2023-01-06 22:00:00,22,4,2023,0.4210761019143977
2023-01-02 17:00:00,17,0,2023,0.519326676110347
2023-01-02 03:00:00,3,0,2023,0.30326409211895355
2023-01-07 10:00:00,10,5,2023,0.5216613598316844
2023-01-06 17:00:00,17,4,2023,0.4892399331031373
2023-01-05 09:00:00,9,3,2023,0.31049095977626384
2023-01-09 21:00:00,21,0,2023,0.18948254981315357
2023-01-08 17:00:00,17,6,2023,0.47752934082018106
2023-01-02 09:00:00,9,0,2023,0.4256611808697617
2023-01-07 00:00:00,0,5,2023,0.41956684528995325
2023-01-01 22:00:00,22,6,2023,0.4863943434371978
2023-01-07 13:00:00,13,5,2023,0.48866625814384634
2023-01-08 14:00:00,14,6,2023,0.458288063614838
2023-01-03 04:00:00,4,1,2023,0.5052616171984036
2023-01-04 16:00:00,16,2,2023,0.5200929695491169
2023-01-10 09:00:00,9,1,2023,0.31764603308775174
2023-01-07 06:00:00,6,5,2023,0.27748482669372543
2023-01-01 20:00:00,20,6,2023,0.5373749415607944
2023-01-09 05:00:00,5,0,2023,0.3371819291176803
2023-01-07 05:00:00,5,5,2023,0.466991201466437
2023-01-02 20:00:00,20,0,2023,0.3527617407991459
2023-01-04 06:00:00,6,2,2023,0.4384967562466794
2023-01-04 10:00:00,10,2,2023,0.36163068992421854
2023-01-07 03:00:00,3,5,2023,0.7451671250429952
2023-01-06 19:00:00,19,4,2023,0.4416464352650844
2023-01-08 22:00:00,22,6,2023,0.4792985772221239
2023-01-09 23:00:00,23,0,2023,0.27713195305460514
2023-01-07 13:00:00,13,5,2023,0.37746270975223883
2023-01-01 05:00:00,5,6,2023,0.3394170944270227
2023-01-08 10:00:00,10,6,2023,0.4154610432313114
2023-01-03 14:00:00,14,1,2023,0.5739409517897599
2023-01-03 16:00:00,16,1,2023,0.637658409801869
2023-01-03 08:00:00,8,1,2023,0.5463668050216456
2023-01-08 09:00:00,9,6,2023,0.5705530064090566
2023-01-08 23:00:00,23,6,2023,0.5268339055102662
2023-01-06 04:00:00,4,4,2023,0.422231486429977
2023-01-07 07:00:00,7,5,2023,0.3842395307832095
2023-01-06 05:00:00,5,4,2023,0.3737840847139685
2023-01-01 19:00:00,19,6,2023,0.42318004243200946
2023-01-09 09:00:00,9,0,2023,0.38927192426888135
2023-01-07 10:00:00,10,5,2023,0.5608930607647474
2023-01-05 14:00:00,14,3,2023,0.533086546642276
2023-01-09 10:00:00,10,0,2023,0.4233908508864752
2023-01-10 02:00:00,2,1,2023,0.23435967002858357
2023-01-02 16:00:00,16,0,2023,0.5098988029418502
2023-01-07 20:00:00,20,5,2023,0.4575099918646711
2023-01-03 13:00:00,13,1,2023,0.5370298067194689
2023-01-09 11:00:00,11,0,2023,0.3747078715893838
2023-01-07 17:00:00,17,5,2023,0.6153964739302711
2023-01-04 01:00:00,1,2,2023,0.5005585336443281
2023-01-04 00:00:00,0,2,2023,0.4160757718199847
2023-01-08 01:00:00,1,6,2023,0.5126228920091491
2023-01-08 01:00:00,1,6,2023,0.2784162620988515
2023-01-03 06:00:00,6,1,2023,0.6488470883633509
2023-01-06 06:00:00,6,4,2023,0.4161101049878031
2023-01-10 12:00:00,12,1,2023,0.6006564766534741
2023-01-09 03:00:00,3,0,2023,0.42019066120882953
2023-01-09 22:00:00,22,0,2023,0.2878583913517636
2023-01-04 14:00:00,14,2,2023,0.4278068258729275
2023-01-03 18:00:00,18,1,2023,0.6474530183857581
2023-01-06 12:00:00,12,4,2023,0.3627183696387736
2023-01-08 03:00:00,3,6,2023,0.3132822273175294
2023-01-05 02:00:00,2,3,2023,0.5107495230520928
2023-01-01 01:00:00,1,6,2023,0.3255307459721234
2023-01-02 08:00:00,8,0,2023,0.3320518260257378
2023-01-04 03:00:00,3,2,2023,0.2922804983683671
2023-01-04 21:00:00,21,2,2023,0.5911841007968094
2023-01-07 01:00:00,1,5,2023,0.40234668808007124
2023-01-06 10:00:00,10,4,2023,0.4445582275531623
2023-01-07 04:00:00,4,5,2023,0.5927838211955689
2023-01-07 03:00:00,3,5,2023,0.6592786943218063
2023-01-06 03:00:00,3,4,2023,0.5118185028316594
2023-01-02 14:00:00,14,0,2023,0.4775906780556166
2023-01-07 18:00:00,18,5,2023,0.2280696321417179
2023-01-02 21:00:00,21,0,2023,0.399922499380317
2023-01-08 15:00:00,15,6,2023,0.6716824102734593
2023-01-08 05:00:00,5,6,2023,0.3635721125182859
2023-01-08 08:00:00,8,6,2023,0.4005242023343557
2023-01-06 14:00:00,14,4,2023,0.4153122292128435
2023-01-03 19:00:00,19,1,2023,0.3775417123463153
2023-01-09 02:00:00,2,0,2023,0.7101322064428978
2023-01-02 00:00:00,0,0,2023,0.5246754386512467
2023-01-09 13:00:00,13,0,2023,0.44432181498384904
2023-01-10 04:00:00,4,1,2023,0.2873235807001423
2023-01-07 11:00:00,11,5,2023,0.5706824654147296
2023-01-04 15:00:00,15,2,2023,0.4487252342978181
2023-01-05 23:00:00,23,3,2023,0.4090765536954547
2023-01-09 06:00:00,6,0,2023,0.22132944358570558
